标题,介绍,点击量,网址链接,PageUrl
钢利科技G500型铣刨机,性能特点1路沿平铺石铺前切边铣刨作业2水泥桥面拉毛铣边作业3沥青路面挖补铣边作业4不同宽度的铣刨鼓随地任意更换。5跟随大型铣刨机铣刨边角轻松自如。6高速公路拦水铣刨效率超高……, 904,http://zj.lmjx.net/detail_MjQxMTg=.html,http://zj.lmjx.net/zj_class_15_37_0_1.html
宏大HD1000M铣刨机,HD1000M型路面铣刨机，是适用城市道路养护和高等级公路小规模养护作业的专用养护设备；该机为四轮驱动式行走系统，具有良好的机动性和通过性产品特点 动力系统采用结构紧凑的整体式动力……, 7065,http://zj.lmjx.net/detail_PARAM_MjQxMTg=.html,http://zj.lmjx.net/zj_class_15_37_0_1.html
中联重科BG2000铣刨机,2002年 中联重科推出现代路面养护的最完美设备——BG2000路面冷铣刨机机电液一体化高度集中的智能型品格全电子马达管理系统铣刨深度自动控制技术和自动调平系统功率自动分配控制技术……, 16970,http://zj.lmjx.net/detail_IMAGE_MjQxMTg=.html,http://zj.lmjx.net/zj_class_15_37_0_1.html
中交西筑RX-2000铣刨机,XRMC·ROADTEC ROADTEC作为美国ASTECindustries旗下一家移动式沥青设备生产商，公司生产和销售全规格的铣刨机和再生机，转料车和沥青摊铺机……, 3955,http://zj.lmjx.net/detail_VIDEO_MjQxMTg=.html,http://zj.lmjx.net/zj_class_15_37_0_1.html
柳工CLG5100-2两驱铣刨机,CLG5100-2铣刨机融合国际先进技术，国内率先采用全液压行走和全液压铣刨技术，能够铣刨沥青混凝土路面，水泥混凝土路面和稳定土层，是高速公路、机场、各级道路养护和市政工程公司的理……, 232,http://zj.lmjx.net/detail_PRAISE_MjQxMTg=.html,http://zj.lmjx.net/zj_class_15_37_0_1.html
陕建机SCM1001J路面铣刨机,SCM1001J路面铣刨机是陕西建设机械股份有限公司在大型路面铣刨机制造技术具有丰富经验并且在国内具有领先地位同时借鉴国外最先进的铣刨机技术，研发出的新一代1米铣刨机……, 1781,http://zj.lmjx.net/detail_MTA2NTg=.html,http://zj.lmjx.net/zj_class_15_37_0_1.html
陕建机CM1000路面铣刨机,陕西建设机械股份有限公司生产的CM1000型路面铣刨机，主要是为城市道路的沥青混凝土或水泥混凝土路面的养护作业工程而开发的高效专用机械设备；主要用于清除面层的龟裂、车辙和痈包等病害……, 6336,http://zj.lmjx.net/detail_PARAM_MTA2NTg=.html,http://zj.lmjx.net/zj_class_15_37_0_1.html
山推SM200M-3路面铣刨机,"● 配置600马力的美国康明斯QSX15-C600全电控柴油发动机, 符合欧II排放标准,动力强劲,功率自动分配,节能高效。● 机械驱动铣刨鼓,传动效率高……", 993,http://zj.lmjx.net/detail_IMAGE_MTA2NTg=.html,http://zj.lmjx.net/zj_class_15_37_0_1.html
万里JX窨井铣刨机,JX窨井铣刨机是新式的专用道路养护施工机械，可以高效、低噪、节能的修复道路井口坍塌或臃起的缺陷。窨井和周边的井圈经常发生破碎和沉陷……, 2622,http://zj.lmjx.net/detail_VIDEO_MTA2NTg=.html,http://zj.lmjx.net/zj_class_15_37_0_1.html
恒泰HTCB-200G/HTCB-200E/HTCB-260G铣刨机,用于桥面铺设沥青或混凝土地面，重新摊铺泥凝土之前铣平拉毛及清除水泥漂浆，也可用于清除建筑工地中遗留的坚硬灰渣，清除公路标线等。※工作效率高，操作平稳可靠……, 964,http://zj.lmjx.net/detail_PRAISE_MTA2NTg=.html,http://zj.lmjx.net/zj_class_15_37_0_1.html
思拓瑞克STSM-200铣刨机,应用范围：小型铣刨机是一款轻型地面施工机械，它是为弥补大型路面铣刨机之不足而产生的，主要适用于水泥、沥青表面小平面地坪拉毛、找平、清除表面覆盖物等，是一种高效率、低损坏的优秀机械……, 840,http://zj.lmjx.net/detail_PARAM_MTgzODE=.html,http://zj.lmjx.net/zj_class_15_37_0_2.html
福瑞得FYCB-250D铣刨机,品牌：福瑞得型号：FYCB-250路面机械类型：铣刨机发动机型号：电动额定功率：7.5（kw）辊轴直径：200（mm）额定转速：2.0（rpm）摊铺厚度：10（mm）摊铺宽度：25……, 432,http://zj.lmjx.net/detail_IMAGE_MTgzODE=.html,http://zj.lmjx.net/zj_class_15_37_0_2.html
万邦股份M1000路面铣刨机,万邦股份专业致力于筑养路设备，集产品研发、制造、租赁服务、维修回收一体化，全力打造客户全套解决方案平台……, 2321,http://zj.lmjx.net/detail_VIDEO_MTgzODE=.html,http://zj.lmjx.net/zj_class_15_37_0_2.html
友一机械FACB-250铣刨机,·主轴轴承选用国际知名NSK外球面向心轴，以确保机器适应强负荷，高转速的工作状态。·刀片采用进口优质硬合金，锋利耐磨，使用寿命长。·刀鼓采用涨紧套连接，扭矩大抗冲击……, 512,http://zj.lmjx.net/detail_PRAISE_MTgzODE=.html,http://zj.lmjx.net/zj_class_15_37_0_2.html
威平WRS350铣刨机,【适用范围】◆ 对高速铁路的桥梁防水层的基面清理、找平施工◆ 对混凝土、沥青道路、环氧树脂、耐磨地面进行轻度拉毛◆ 去除地面涂层、油漆、各种道路标线◆ 地面受损、积污需要翻新时，去……, 2371,http://zj.lmjx.net/detail_MTQ3OTg=.html,http://zj.lmjx.net/zj_class_15_37_0_2.html
卡特彼勒PM200铣刨机,重量单位: 水箱为满时的工作重量30100.0 kg水箱加满时前履带上的工作重量15600.0 kg水箱加满时后履带上的工作重量14500.0 kg水箱为空时的装运重量28000.……, 6730,http://zj.lmjx.net/detail_PARAM_MTM4MDY=.html,http://zj.lmjx.net/zj_class_15_37_0_4.html
宏大HD2200型铣刨机, HD2200型路面铣刨机是西安宏大交通科技有限公司最新推出的高智能化、高效率、多用途路面铣刨机；可用于大面积高速公路面层开挖、普通公路“全厚式”冷再生以及露天煤矿的开采；凝聚了近……, 7586,http://zj.lmjx.net/detail_IMAGE_MTM4MDY=.html,http://zj.lmjx.net/zj_class_15_37_0_4.html
中联重科BG2100路面冷铣刨机,2002年 中联重科推出现代路面养护的最完美设备——BG2000路面冷铣刨机机电液一体化高度集中的智能型品格全电子马达管理系统铣刨深度自动控制技术和自动调平系统功率自动分配控制技术……, 9130,http://zj.lmjx.net/detail_VIDEO_MTM4MDY=.html,http://zj.lmjx.net/zj_class_15_37_0_4.html
中交西筑LXD120沥青路面铣刨机,沥青路面铣刨机系列 LXD120概述LXD120沥青路面铣刨机是我公司在吸收国内外同类产品先进技术的基础上，自行设计开发的高等级公路养护设备，具有完全自主知识产权……, 2022,http://zj.lmjx.net/detail_PRAISE_MTM4MDY=.html,http://zj.lmjx.net/zj_class_15_37_0_4.html
柳工CLG5100-2四驱铣刨机,CLG5100-2铣刨机融合国际先进技术，国内率先采用全液压行走和全液压铣刨技术，能够铣刨沥青混凝土路面，水泥混凝土路面和稳定土层，是高速公路、机场、各级道路养护和市政工程公司的理……, 161,http://zj.lmjx.net/detail_Mzgy3---.html,http://zj.lmjx.net/zj_class_15_37_0_4.html
陕建机CM1001路面铣刨机,.适用于城市道路、各等级沥青路面的清除和剥离.行走系统采用四轮液压系统.四立柱升降，二级皮带前输料.应用CAN总线技术，选用德国Intercontrol公司的DiasyCGC和CT……, 1549,http://zj.lmjx.net/detail_PARAM_Mzgy3---.html,http://zj.lmjx.net/zj_class_15_37_0_4.html
陕建机CM2000路面铣刨机,.用于高等级沥青、水泥路面的大面积修复.方向和切深控制采用数字电液比例系统.600马力的发动机功率，动力强劲.34吨的工作重量保障大负荷的作业能力……, 13579,http://zj.lmjx.net/detail_IMAGE_Mzgy3---.html,http://zj.lmjx.net/zj_class_15_37_0_4.html
山推SM100MT-3路面铣刨机,● 核心部件选用国际知名品牌产品:Rextoth液压泵、液压马达及铣刨鼓减速机;WPT离合器(含直角箱);盖茨传动皮带等……, 468,http://zj.lmjx.net/detail_VIDEO_Mzgy3---.html,http://zj.lmjx.net/zj_class_15_37_0_4.html
隆瑞机械RXB25铣刨机,一、概述：用于桥面铺设沥青或车间旧的混凝土地面重新摊铺混凝土之前，清楚水泥浮浆一级铲平拉毛，也用于清楚建筑施工中遗留的坚硬灰渣……, 408,http://zj.lmjx.net/detail_PARAM_MTQ3OTg=.html,http://zj.lmjx.net/zj_class_15_37_0_2.html
思拓瑞克STSM-220铣刨机,……, 689,http://zj.lmjx.net/detail_PRAISE_Mzgy3---.html,http://zj.lmjx.net/zj_class_15_37_0_4.html
宝马格BM 500/15铣刨机,工作重量:7600kg工作宽度:500mm铣刨深度:0-210mm发动机功率:92kW……, 2888,http://zj.lmjx.net/detail_PARAM_MTQ2ODc=.html,http://zj.lmjx.net/zj_class_15_37_0_3.html
北方交通KFX2000E铣刨机,采用欧Ⅲ电喷发动机，完全符合国际环保标准，并配备故障自修复系统；2、设备配有国外进口原装自动找平系统，充分保证铣刨平整度；3、履带驱动形式，发动机功率强劲，牵引力大，且符合欧Ⅲ排放……, 7224,http://zj.lmjx.net/detail_IMAGE_MTQ2ODc=.html,http://zj.lmjx.net/zj_class_15_37_0_3.html
北方交通KFX1200QDB,1.本机行走部分为4×2液压独立驱动形式，是我公司专利技术；2.在铣刨中路面产生错台时，仍能保证正常铣刨，而机械桥式铣刨机则无法进行正常作业；3.动力匹配得当，与机械桥式铣刨机相比……, 2084,http://zj.lmjx.net/detail_VIDEO_MTQ2ODc=.html,http://zj.lmjx.net/zj_class_15_37_0_3.html
北方交通1200DB铣刨机,1.本机行走部分为4×2液压独立驱动，是我公司专利技术；2.动力匹配得当，与机械桥式铣刨机相比，效率更高且使用成本较低；3.在铣刨中路面产生错台时，仍能保证正常铣刨，而机械桥式铣刨……, 3241,http://zj.lmjx.net/detail_PRAISE_MTQ2ODc=.html,http://zj.lmjx.net/zj_class_15_37_0_3.html
酒井ER551铣刨机,动力强劲的作业·动力强大的发动机544匹马力的发动机提供强劲的力量。因此，工作的时间和费用能大大降低。·最大切割深度可达到230mmER551F在单槽工作时深度可以达到230mm……, 8161,http://zj.lmjx.net/detail_NzU59---.html,http://zj.lmjx.net/zj_class_15_37_0_3.html
佰锐泰克BMP335路面、层间铣刨机,佰锐泰克的BMP335是采用液压驱动的路面、层间铣刨机，可以装配各种功能刀片的刀鼓沿基面平行方向高速旋转，刀片不断敲击基面而工作。刀片可以选配TCT刀片、刮削刀片等……, 1964,http://zj.lmjx.net/detail_PARAM_NzU59---.html,http://zj.lmjx.net/zj_class_15_37_0_3.html
峰源机械FY-2A手持式凿毛机,FY-2A手持式单／双／三头凿毛机主要适用于高速公路、铁路桥面及箱梁混凝土面层剔凿，建筑物墙体、地面，及市政工程混凝土面层剔除修补翻新加固等领域，在使用过程中不仅提高了工作效率和质……, 296,http://zj.lmjx.net/detail_IMAGE_MTQ3OTg=.html,http://zj.lmjx.net/zj_class_15_37_0_2.html
天骏机械200型电动铣刨机,参数名称参数数据净重(kg)132单次铣刨深度（mm）3-5工作效率（㎡/h）100深度控制可调节铣刨宽度(mm)200最大输出功率（kW）8……, 330,http://zj.lmjx.net/detail_VIDEO_MTQ3OTg=.html,http://zj.lmjx.net/zj_class_15_37_0_2.html
福瑞得FYCB-250铣刨机,品牌：福瑞得型号：FYCB-250路面机械类型：铣刨机发动机型号：本田额定功率：7.5（kw）辊轴直径：200（mm）额定转速：2.0（rpm）摊铺厚度：10（mm）摊铺宽度：25……, 448,http://zj.lmjx.net/detail_NDA18---.html,http://zj.lmjx.net/zj_class_15_37_0_4.html
威平WRS300铣刨机,【适用范围】◆ 对高速铁路的桥梁防水层的基面清理、找平施工◆ 对混凝土、沥青道路、环氧树脂、耐磨地面进行轻度拉毛◆ 去除地面涂层、油漆、各种道路标线◆ 地面受损、积污需要翻新时，去……, 1872,http://zj.lmjx.net/detail_PARAM_NDA18---.html,http://zj.lmjx.net/zj_class_15_37_0_4.html
山联重科SLXB-A/B铣刨机,该机适用于桥面铺设沥青或混凝土地面上，重新排铺混凝土前，清除水泥浮浆或者铣平拉毛，也可用于清除公路的标志线，建筑施工遗留的灰渣……, 413,http://zj.lmjx.net/detail_PRAISE_MTQ3OTg=.html,http://zj.lmjx.net/zj_class_15_37_0_2.html
筑邦ZM50铣刨机,多功能半米铣刨机ZM50为湖南筑邦建设机械有限公司2012专利产品，融合多项专利技术与人机工程学，工业美学于一身……, 645,http://zj.lmjx.net/detail_MTk0NDE=.html,http://zj.lmjx.net/zj_class_15_37_0_2.html
圣岳SDZ-XB-250铣刨机,产品详情用于桥面铺设沥青或车间旧的混凝土地面重新摊铺混凝土之前，清除水泥浮浆以及铲平拉毛，也用于清除建筑施工中遗留的坚硬灰渣……, 83,http://zj.lmjx.net/detail_PARAM_MTk0NDE=.html,http://zj.lmjx.net/zj_class_15_37_0_2.html
凯雷K1000F自行式滚切路面铣刨机,主要结构特点 &lt;1&gt;总体结构K1000F型自行式滚切路面铣刨机采用整体焊接车架；机械驱动铣削转子；机械液压混合驱动行走系统；前桥为驱动转向桥，后轮随动，后轮安装在可上下……, 6226,http://zj.lmjx.net/detail_IMAGE_NzU59---.html,http://zj.lmjx.net/zj_class_15_37_0_3.html
路德克RX冷铣刨机,Roadtec（路得克）公司生产的铣刨机可铣刨从用户所需尺寸到整车道的任意宽度。  主要优势及特点：·冷铣刨机具有最佳的功率分配及灵活性，配备双向操作，使其可在反向行走时铣刨……, 8783,http://zj.lmjx.net/detail_VIDEO_NzU59---.html,http://zj.lmjx.net/zj_class_15_37_0_3.html
北京加隆CLX-1000型路面铣刨机,主要特点：CLX-1000型路面铣刨机主要适用于公路、城市道路、机场、停车场、大型货场等沥青混凝土面层的铣刨破碎和清除；路面痈包、油浪、车辙、坑槽等的铣平修整；开挖路面沟槽以及对摩……, 1552,http://zj.lmjx.net/detail_PRAISE_NzU59---.html,http://zj.lmjx.net/zj_class_15_37_0_3.html
天顺长城SM2000铣刨机,型号 SM2000最大铣刨宽度2000mm铣刨深度0-320mm发动机功率421kw/565HP/573PS冷却方式水冷燃油箱容积1310L发动机转速2100r/min工作速度0-……, 1040,http://zj.lmjx.net/detail_NDY50---.html,http://zj.lmjx.net/zj_class_15_37_0_3.html
恒升LXH1000-C铣刨机,一、主要技术参数序号项目性能参数1铣刨宽度mm10002铣刨深度mm0~1803铣刨工作速度m/min0~204运输行使速度km/h0~125最大爬坡度%206最小转弯半径mm60……, 1625,http://zj.lmjx.net/detail_PARAM_NDY50---.html,http://zj.lmjx.net/zj_class_15_37_0_3.html
峰源机械FY-1A手持式单头凿毛机,FY-1A手持式单头凿毛机主要适用于高速公路、铁路桥面及箱梁混凝土面层剔凿，建筑物墙体、地面，及市政工程混凝土面层剔除修补翻新加固等领域，在使用过程中不仅提高了工作效率和质量并且使……, 277,http://zj.lmjx.net/detail_IMAGE_NDA18---.html,http://zj.lmjx.net/zj_class_15_37_0_4.html
鼎盛天工LXL1200F路面铣刨机,行走系统采用四轮全液压驱动，驱动力大。具有行走和铣刨两档速度，无级变速，根据铣刨压力调整行驶速度，充分利用发动机功率，提高工作效率。液压转向，转向灵活，转弯半径小……, 2271,http://zj.lmjx.net/detail_PARAM_MTkyMTg=.html,http://zj.lmjx.net/zj_class_15_37_0_5.html
山河智能SWM101铣刨机,主要参数整机尺寸4600 x 2190 x 3400 (mm)整机重量14T最大卸料高度3200mm铣刨宽度1000mm最大铣刨深度150mm铣刨刀头数84把输送带宽度400mm发……, 1755,http://zj.lmjx.net/detail_IMAGE_MTkyMTg=.html,http://zj.lmjx.net/zj_class_15_37_0_5.html
阿特拉斯·科普柯Dynapac PL 2000铣刨机,Dynapac PL2000 是一款液压驱动的大型紧凑冷铣刨机，功能强大，配有四履带转向装置、前加料系统和机械式皮带驱动铣刨鼓……, 427,http://zj.lmjx.net/detail_VIDEO_MTkyMTg=.html,http://zj.lmjx.net/zj_class_15_37_0_5.html
鼎盛天工LXL1000/LXL1000A路面铣刨机,配有132KW东风康明斯水冷发动机，动力强劲。前桥驱动选用两套马达+减速机驱动，铰接摆动式安装，后轮为独立悬挂支撑轮，液压油缸控制升降。右后轮可摆至铣刨鼓前方，以便铣刨道路边缘……, 2471,http://zj.lmjx.net/detail_IMAGE_MTk0NDE=.html,http://zj.lmjx.net/zj_class_15_37_0_2.html
山河智能SWM21铣刨机,主要参数整机尺寸4320 x 2400 x 3243 (mm)整机重量14.5T最大卸料高度3200mm铣刨宽度1200mm最大铣刨深度150mm铣刨刀头数104把输送带宽度600……, 1866,http://zj.lmjx.net/detail_VIDEO_MTk0NDE=.html,http://zj.lmjx.net/zj_class_15_37_0_2.html
厦工XG121004G铣刨机,XG121004G型自行式滚切路面铣刨机是在充分消化吸收国外先进技术基础上，对国内同类产品进行了认真研究，广泛听取了国内铣刨机用户的意见，经过精心设计、具有国内先进水平的路面铣刨机……, 2099,http://zj.lmjx.net/detail_PRAISE_MTkyMTg=.html,http://zj.lmjx.net/zj_class_15_37_0_5.html
宝马格BM 1300/30铣刨机,工作重量:19650kg铣刨宽度:1300mm铣刨深度:0-320mm……, 1923,http://zj.lmjx.net/detail_Njkw1---.html,http://zj.lmjx.net/zj_class_15_37_0_5.html
维特根W 100 铣刨机,装备6缸柴油发动机 型号为道依茨BF 6M 2012C 2300 min-1时额定功率:147 kW/197 HP 排放标准:EPA/CARB TIER 2 EU-97/68/EG……, 4729,http://zj.lmjx.net/detail_IMAGE_NDY50---.html,http://zj.lmjx.net/zj_class_15_37_0_3.html
天骏机械300型电动铣刨机,参数名称参数数据净重(kg)300单次铣刨深度（mm）10工作效率（㎡/h）160深度控制可调节铣刨宽度(mm)300最大输出功率（kW）18……, 282,http://zj.lmjx.net/detail_VIDEO_NDA18---.html,http://zj.lmjx.net/zj_class_15_37_0_4.html
山联重科SLXB-30铣刨机,型号SLXB300SLXB300E铣刨宽度（mm）295295铣鼓总成可换可换可选动力KOHLERCH640/73020HP11KW铣刨深度(mm)1010铣削方式上切式上切式重量……, 457,http://zj.lmjx.net/detail_PRAISE_NDA18---.html,http://zj.lmjx.net/zj_class_15_37_0_4.html
三一重工SCM500-3铣刨机,可靠关键部位采用高强钢板或耐磨钢板，极大提升整机寿命；采用世界一流的传动皮带，强力层采用防弹衣材料，耐高温，耐冲击；动力系统采用双向隔振技术，振动水平降低50%，元器件可靠性和操作……, 2362,http://zj.lmjx.net/detail_VIDEO_NDY50---.html,http://zj.lmjx.net/zj_class_15_37_0_3.html
卡特彼勒PM200 - 2.2 M冷铣刨机,采用 ACERT? 技术的 C18 发动机最佳功率C18 发动机在 1900 rpm 时运行的全额总功率（SAE J1995）为 429 kW（575 hp）……, 753,http://zj.lmjx.net/detail_PARAM_NDU54---.html,http://zj.lmjx.net/zj_class_15_37_0_6.html
宏大HD2000super型铣刨机,项 目HD2000 Super型路面铣刨机铣刨宽度   mm2000铣刨深度  mm0～320铣刨转子刀间距    mm15铣刨转子刀具数量   把169铣刨转子直径（含刀具）  ……, 7955,http://zj.lmjx.net/detail_IMAGE_NDU54---.html,http://zj.lmjx.net/zj_class_15_37_0_6.html
阿特拉斯·科普柯Dynapac PL 1000铣刨机,Dynapac PL1000 是一款功能强大、操控灵活的中型铣刨机，配有一个机械驱动铣刨鼓……, 614,http://zj.lmjx.net/detail_PRAISE_MTk0NDE=.html,http://zj.lmjx.net/zj_class_15_37_0_2.html
北方交通1000QDB铣刨机,动力匹配得当，与机械桥式铣刨机相比效率更高，且使用成本较低；2、本机行走部分为4×2液压独立驱动形式，是我公司专利技术；3、废料前输送，驾驶员在操作设备的同时，仍可观察运料车，人性……, 3393,http://zj.lmjx.net/detail_PARAM_Njkw1---.html,http://zj.lmjx.net/zj_class_15_37_0_5.html
中联重科BG2000G路面冷铣刨机,特殊技术优势1.全新升级换代，整机性能更优异，铣刨效率更高，维护操作更简便;2.国际顶尖品牌卡特彼勒原装进口发动机，动力强劲、欧Ⅲ排放标准、节能环保;3.新型铣刨系统，集、排料能力……, 2731,http://zj.lmjx.net/detail_VIDEO_NDU54---.html,http://zj.lmjx.net/zj_class_15_37_0_6.html
思拓瑞克STSM-250铣刨机,产品简介：混凝土铣刨机：去除混凝土、沥青道路、环氧树脂、耐磨地面的高出部位或对地面进行深度铣刨，轻度拉毛 ，去除地面涂层、油漆、各种道路标线 地面受损、积污需要翻新时，去除旧地坪表……, 47,http://zj.lmjx.net/detail_PRAISE_NDU54---.html,http://zj.lmjx.net/zj_class_15_37_0_6.html
威平WRS255铣刨机,【适用范围】◆ 去除地面涂层、油漆、各种道路标线◆ 对高速铁路的桥梁防水层的基面清理、找平施工◆ 对混凝土、沥青道路、环氧树脂、耐磨地面进行轻度拉毛◆ 地面受损、积污需要翻新时，去……, 1732,http://zj.lmjx.net/detail_MTk5NTM=.html,http://zj.lmjx.net/zj_class_15_37_0_6.html
华通动力LXZY500B型路面铣刨机,1.可靠的动力引进德国道依茨技术生产的风冷发动机，性能稳定可靠。2.机动、灵活的行驶方式轮胎自行式底盘，调头灵活、方便，转场快速、机动……, 2951,http://zj.lmjx.net/detail_PRAISE_NDY50---.html,http://zj.lmjx.net/zj_class_15_37_0_3.html
峰源机械FY-400进口型铣刨机,FY-400进口型铣刨机采用原装进口配置，全液压无级变速驱动，工作深浅调节灵活自如，操作稳定灵活。此铣刨机主要用于桥面、厂房、广场、港口、机场、高铁和市政养护等路面的铣刨工作……, 296,http://zj.lmjx.net/detail_PARAM_NDU57---.html,http://zj.lmjx.net/zj_class_15_37_0_9.html
维特根W 100 CF冷铣刨机,"型号： W100CF型铣刨机 发动机 康明斯QSL9 额定功率/2,100min-1 248kW/333HP/337PS 铣刨宽度 1,000mm 铣刨深度 0-330mm 燃油箱……", 748,http://zj.lmjx.net/detail_IMAGE_NDU57---.html,http://zj.lmjx.net/zj_class_15_37_0_9.html
徐工XM120F路面铣刨机,XM系列路面铣包机是沥青混凝土路面养护施工的主要设备之-，主要用于公路、城镇道路、机场、货场等沥青混凝土面层的开挖翻新，也可以用于清除路面拥包、油浪、网纹、车辙等缺陷，还可用来开挖……, 1387,http://zj.lmjx.net/detail_VIDEO_NDU57---.html,http://zj.lmjx.net/zj_class_15_37_0_9.html
卡特彼勒PM102轮式冷铣刨机,采用 ACERT 技术的 Cat C7 发动机Cat 柴油发动机该发动机通过将行业领先的电子功能、性能和可靠性与最佳的燃油效率相结合，来创造高价值……, 714,http://zj.lmjx.net/detail_PARAM_MTA4ODQ=.html,http://zj.lmjx.net/zj_class_15_37_0_8.html
北方交通KFX1000铣刨机,采用四轮驱动，发动机功率强劲，牵引力大；2、行走系统配有液压差速锁，保证直行不打滑，适应各种艰难路况；3、有可靠的行车制动和驻车制动功能，保证坡上行驶、驻车安全；4、水箱容积大，能……, 3960,http://zj.lmjx.net/detail_IMAGE_Njkw1---.html,http://zj.lmjx.net/zj_class_15_37_0_5.html
北方交通KFX1000Q铣刨机,1.采用四轮驱动，发动机功率强劲，牵引力大；2.行走系统配有液压差速锁，保证直行不打滑，适应各种艰难路况；3.有可靠的行车制动和驻车制动功能，保证坡上行驶、驻车安全；4.水箱容积大……, 3438,http://zj.lmjx.net/detail_VIDEO_Njkw1---.html,http://zj.lmjx.net/zj_class_15_37_0_5.html
凯雷K1000C型自行式滚切路面铣刨机,主要结构特点 &lt;1&gt;总体结构K1000C型自行式滚切路面铣刨机采用整体焊接车架；机械驱动铣削转子；机械液压混合驱动行走系统；前桥为驱动转向桥，后轮随动，后轮安装在可上下……, 5238,http://zj.lmjx.net/detail_PRAISE_Njkw1---.html,http://zj.lmjx.net/zj_class_15_37_0_5.html
