标题,介绍,点击量,网址链接,PageUrl
丰田8FGN15-30内燃平衡重式叉车,型号8FGN158FGN208FGN258FGN30发动机型号4Y4Y4Y4Y额定负载公斤1500200025003000负载中心毫米500500500500全宽A毫米107011……, 1766,http://zj.lmjx.net/detail_MTQ3MDk=.html,http://zj.lmjx.net/zj_class_22_110_0_1.html
大连叉车15吨轻型内燃平衡重叉车,叉车型号：CPCD150设备代码: CD-QB CD-QFB额定起重量(Kg)：15000 最大起升高度(mm)：4000 载荷中心距(mm)：600 最大起升速度(满载)(mm/……, 1766,http://zj.lmjx.net/detail_MTQ3MDk=.html,http://zj.lmjx.net/zj_class_22_110_0_1.html
柳工CPC15内燃平衡重式叉车,可靠： 传动系统采用带同步器的机械变速箱：同步器能使啮合的齿轮同步转动，在换档时避免齿轮撞击，尤其在前后换向时，可使换向平稳，爬坡性能更佳……, 1766,http://zj.lmjx.net/detail_MTQ3MDk=.html,http://zj.lmjx.net/zj_class_22_110_0_1.html
美科斯FD10T/FD15T/FD18T型1-1.8吨柴油(汽油)内燃叉车,1. 进口国产多款发动机可选，动力强劲、经济性好;2. 简洁整齐的管路设计，软、硬管合理布局，减小了管路的压力;3. 整车采用先进的人机工程技术的设计，发动机全浮式减震装置，转向桥……, 1766,http://zj.lmjx.net/detail_MTQ3MDk=.html,http://zj.lmjx.net/zj_class_22_110_0_1.html
宝骊S系列CPC(D)30内燃平衡重式叉车,概要型号CPC(D)30额定载荷kg3000载荷中心距mm500尺寸起升高度 Lift heightmm3000外形尺寸总长mm2740总宽mm1225门架不起升高度mm2080门……, 1766,http://zj.lmjx.net/detail_MTQ3MDk=.html,http://zj.lmjx.net/zj_class_22_110_0_1.html
合力αⅡ系列8-10吨平衡重式内燃叉车, 整机采用大圆弧流线型造型，美观靓丽；部件整体喷丸油漆表面饱满光亮，附着牢固； 2、按人机工程学原理设计的操纵系统，方向机可调整角度，驾驶者视野开阔，舒适性好；  3、引进日本先进……, 1766,http://zj.lmjx.net/detail_MTQ3MDk=.html,http://zj.lmjx.net/zj_class_22_110_0_1.html
斗山D50S-5内燃平衡重式叉车,主要特点- 优化的操纵舒适度和安全性- 成熟且坚固耐用的组件- 动力强劲、节能和高性能的柴油 和 LPG 发动机，兼具下述特点：低排放，最低限度的振动-更好的维护能力和可维修性-几……, 1766,http://zj.lmjx.net/detail_MTQ3MDk=.html,http://zj.lmjx.net/zj_class_22_110_0_1.html
鲁能YN625越野内燃叉车,★采用一拖东方红柴油机，动力强劲。单级三元件变矩器，动力换挡变速箱，结构简单，可靠性高。★单泵分流工作液压系统，节能效果显著。★双密封液压管路接头，解决了渗油漏油问题……, 1766,http://zj.lmjx.net/detail_MTQ3MDk=.html,http://zj.lmjx.net/zj_class_22_110_0_1.html
威盛CPCD250叉车,项目单位CPCD250额定起重量kg25000自重kg34150标准货叉（长X宽X高）mm2400X310X110最小转弯半径mm5900整机外形尺寸mm8700X3000X386……, 1766,http://zj.lmjx.net/detail_MTQ3MDk=.html,http://zj.lmjx.net/zj_class_22_110_0_1.html
山猛CPC30抓管机,主要结构特点：强劲的动力传动 由先进的制造技术和设备生产的优质部件与高品质的发动机完美组合而成的动力、传动装置……, 1766,http://zj.lmjx.net/detail_MTQ3MDk=.html,http://zj.lmjx.net/zj_class_22_110_0_1.html
摩纳凯FD20/FD20T内燃平衡重式叉车,FD30/FD30T主要技术参数 特 性 型 号FD30/FD30T额定载荷Kg3000载重中心距mm500动力形式柴油操作形式座式 性 能行驶速度km/h(满载/空载)液力17/……, 1766,http://zj.lmjx.net/detail_MTQ3MDk=.html,http://zj.lmjx.net/zj_class_22_110_0_1.html
格瑞特CPCD80/CPCD100平衡重式内燃叉车,&mdash;&mdash;选装国产品牌或进口柴油机。&mdash;&mdash;国内最先进液力传动-动力换挡传动系统。&mdash;&mdash;超强车身及工作装置设计……, 1766,http://zj.lmjx.net/detail_MTQ3MDk=.html,http://zj.lmjx.net/zj_class_22_110_0_1.html
靖江8-10吨内燃叉车,1型 号CPCD80CPCD1002动力形式柴油机柴油机3额定载荷kg8000100004载荷中心距mm6006005起升高度mm300030006自由起升高度mm2002007货……, 2598,http://zj.lmjx.net/detail_NjM25---.html,http://zj.lmjx.net/zj_class_22_110_0_2.html
中联重科FD80J进箱车,经济环保液压系统高效节能，降低整车燃油油耗……, 2598,http://zj.lmjx.net/detail_NjM25---.html,http://zj.lmjx.net/zj_class_22_110_0_2.html
海麟重工HL10-15柴油搬运车,额定起重量（kg）1000-1500载荷中心距（mm）340/500最大起升高度（mm）1500门架倾角前/后（°）6/12最小转弯半径（mm）2200发动机额定功率（kw）16.……, 2598,http://zj.lmjx.net/detail_NjM25---.html,http://zj.lmjx.net/zj_class_22_110_0_2.html
现代CPCD90/100G柴油叉车,"型号CPCD90/100G发动机YC6B120-T22-BB9G1额定功率85/2400kw/rpm叉车自重11,900kg/12,600kg额定起重量9,000/10,000kg……", 2598,http://zj.lmjx.net/detail_NjM25---.html,http://zj.lmjx.net/zj_class_22_110_0_2.html
山河智能SWFD80内燃平衡重式叉车,· 节能环保—液化气燃料使叉车使用更清洁、无污染—强劲可靠的动力匹配，保证叉车工作更加高效—排放符合国际标准· 更科学的人机工程设计—符合现代工业产品设计现代感和流畅感的独特外观造……, 2598,http://zj.lmjx.net/detail_NjM25---.html,http://zj.lmjx.net/zj_class_22_110_0_2.html
达力CPC(D)/CPQ(D)内燃叉车,概要1名称内燃机叉车2型号CPCQ(D)20ECPCQ(D)25E3动力形式柴油/汽油4额定载荷Kg200025005载荷中心距mm500尺寸6起升高度mm30007自由起升高度m……, 2598,http://zj.lmjx.net/detail_NjM25---.html,http://zj.lmjx.net/zj_class_22_110_0_2.html
福大FDM 837平衡重式叉车,技术性能参数概要制造福大机械型号FDM837动力形式柴油额定载荷Kg3700载荷中心距mm500尺寸起升高度mm3000自由起升高度mm145货叉尺寸mm1070×125×45货叉……, 2598,http://zj.lmjx.net/detail_NjM25---.html,http://zj.lmjx.net/zj_class_22_110_0_2.html
宝龙重工CPD15-20内燃叉车,……, 2598,http://zj.lmjx.net/detail_NjM25---.html,http://zj.lmjx.net/zj_class_22_110_0_2.html
利得3吨内燃平衡重叉车,Leede平衡重式叉车系列产品秉承世界最先进设计开发理论……, 2598,http://zj.lmjx.net/detail_NjM25---.html,http://zj.lmjx.net/zj_class_22_110_0_2.html
华南重工HNF150G内燃叉车,1. 采用动力强劲的柴油发动机，工作可靠，经济性好。2. 液力传动，行星式轮边减速器、无级变速，操作简单。3. 采用进口重卡式高放大比制动系统确保重载制动，制动可靠……, 2598,http://zj.lmjx.net/detail_NjM25---.html,http://zj.lmjx.net/zj_class_22_110_0_2.html
上力重工2-3吨液化石油气平衡重式叉车,型 号CBQYD20CPQYD25CPQYD30特性性能尺寸底盘驱动动力形式额定载荷载荷中心距起升高度货叉尺寸门架倾角 前倾/后倾最小转弯半径最小离地间隙安全架高度前 悬 距最大行……, 2598,http://zj.lmjx.net/detail_NjM25---.html,http://zj.lmjx.net/zj_class_22_110_0_2.html
曼尼通3.0T/3.5T内燃平衡重式叉车,型号CD30PCG30PCD35PCG35P动力形式柴油汽油/液化气柴油汽油/液化气额定载荷kg3000300035003500起升高度mm3365336533653365门架倾角……, 2598,http://zj.lmjx.net/detail_NjM25---.html,http://zj.lmjx.net/zj_class_22_110_0_2.html
徐工XT550CD内燃平衡重式叉车,? 一体化轧制高强度C型槽钢门架;? 提高强度与承载性;? 前后吊装位完美设计;? 方便叉车经常性吊运或上下船作业;? 高可靠性一体化安全架设计;? 全新大圆弧设计 制造精美，典雅……, 2598,http://zj.lmjx.net/detail_NjM25---.html,http://zj.lmjx.net/zj_class_22_110_0_2.html
山推SF30T叉车,● 工作装置滚轮式，“J”形内门架，“C”形外门架带自由提升、二级伸缩式门架，具有卓越的提升性能。● 采用机械传动，前桥驱动，后桥转向，使该机具有优异的行驶、牵引性能……, 2598,http://zj.lmjx.net/detail_NjM25---.html,http://zj.lmjx.net/zj_class_22_110_0_2.html
海斯特H36.00E~H48.00E内燃叉车,"独特的海斯特门架，使载荷均衡地分配到整车的各个结构；Cummins QSB发动机，动力清洁强劲，拥有平滑的扭矩曲线, 极佳的加速性能和极低的油耗；尾气排放符合对NRMM的Tier2……", 11996,http://zj.lmjx.net/detail_MTAwOTE=.html,http://zj.lmjx.net/zj_class_22_110_0_3.html
小松FD30T-17内燃叉车,● 可操作性即便静止转向也能平稳启动轻松提举，无需加速引擎转向器转向轻便● 安全性驾驶感应系统开阔优越的视野● 舒适性双“悬浮”结构加宽地板以及宽敞防滑台阶操作员头部空间加大● 环……, 11996,http://zj.lmjx.net/detail_MTAwOTE=.html,http://zj.lmjx.net/zj_class_22_110_0_3.html
龙工LG15D内燃叉车,?整车采用先进的人机工程技术设计；?以电脑模拟出合理平稳的低重心；?起升系统采用宽视野门架；?采用大容量水箱……, 11996,http://zj.lmjx.net/detail_MTAwOTE=.html,http://zj.lmjx.net/zj_class_22_110_0_3.html
安徽合叉2～3.5吨柴油内燃叉车,……, 11996,http://zj.lmjx.net/detail_MTAwOTE=.html,http://zj.lmjx.net/zj_class_22_110_0_3.html
诺力CPC15/20内燃叉车,FD系列内燃叉车特点该系列内燃叉车秉承&ldquo;诺力&rdquo;产品一贯的&ldquo;以人为本&rdquo;的设计理念，融合国内外先进技术，精心设计制造……, 11996,http://zj.lmjx.net/detail_MTAwOTE=.html,http://zj.lmjx.net/zj_class_22_110_0_3.html
威肯5吨液力内燃平衡重式叉车,选用知名品牌柴油机作为强大动力保证。变速传动系统采用高可靠液力变速系统。外型结构采用箱体式车架结构，采用新型宽野门架，液压助力转向轻便灵活。整体铸造式驱动桥和板翅式冷却器……, 11996,http://zj.lmjx.net/detail_MTAwOTE=.html,http://zj.lmjx.net/zj_class_22_110_0_3.html
虎力CPCD内燃叉车,&bull;外观造型线条圆滑流畅，呈现饱满的时尚动感&bull;采用人机工程学，各操纵部件实现了最佳组合提供了舒适的操作环境，降低操作人员的疲劳度&bull;具有强劲的功率、良好的……, 11996,http://zj.lmjx.net/detail_MTAwOTE=.html,http://zj.lmjx.net/zj_class_22_110_0_3.html
依格曼ECPCD100A内燃平衡重叉车,主要性能参数表（10T）SPECIFICATION FOR STANDARD PRODUCT(10T)参 数PARAMETER型号MODELECPCD100A单位UNIT性能参数P……, 11996,http://zj.lmjx.net/detail_MTAwOTE=.html,http://zj.lmjx.net/zj_class_22_110_0_3.html
西林FG/FGY系列双燃料叉车,"1.2型号FG20A/FGY20AFG25A/FGY25AFG30A/FGY30AFG35A/FGY35A1.3驱动方式：电动（蓄电池）,柴油,汽油,燃气汽油/液化石油气汽油/液化……", 11996,http://zj.lmjx.net/detail_MTAwOTE=.html,http://zj.lmjx.net/zj_class_22_110_0_3.html
三菱Grendia FD35AN内燃平衡重式叉车,技术参数：型 号产地动力形式重 量载荷中心距额定功率FD10N日本柴油1000 (kg)500 (mm)36/2500 (kW/rpm)FG(E)10N日本液化气/双燃料1000 ……, 11996,http://zj.lmjx.net/detail_MTAwOTE=.html,http://zj.lmjx.net/zj_class_22_110_0_3.html
东方红CPCD10010吨内燃平衡重式叉车, 流畅的大圆弧流线曲面造型，整机外观豪华大方。设计低位大开放式踏板，方便司机上下车……, 11996,http://zj.lmjx.net/detail_MTAwOTE=.html,http://zj.lmjx.net/zj_class_22_110_0_3.html
江淮重工CPC（D）10H内燃叉车,型号、规格液力传动CPCD10H机械传动CPC10H动力形式柴油额定载荷kg1000载荷中心距mm500标准起升高度mm3000车体长度(无货叉）mm2171车体宽度mm1070总……, 11996,http://zj.lmjx.net/detail_MTAwOTE=.html,http://zj.lmjx.net/zj_class_22_110_0_3.html
台励福FDL/FD40~50内燃叉车,本系列5-10吨柴油液力叉车，是引进国外先进技术生产的最新型叉车系列，采用宽视野门架、全液压转向、液力传动及新型L系列组合仪表盘，整车重心低、操作自如轻便灵活、安全可靠、外形美观大……, 11996,http://zj.lmjx.net/detail_MTAwOTE=.html,http://zj.lmjx.net/zj_class_22_110_0_3.html
厦工XG5100-DT1内燃平衡重式叉车,●标准配备洛施LR6M3发动机，具有功率足、扭矩大、工作可靠、耗油低等显著特点●转向采用横置油缸式转向桥，全液压转向、具有转向灵活轻便，可靠性强等特点●双变（变速箱和变矩器）采用引……, 11996,http://zj.lmjx.net/detail_MTAwOTE=.html,http://zj.lmjx.net/zj_class_22_110_0_3.html
林德H25/H30内燃叉车,-著名德国品牌-道依茨发动机（柴油），低油耗，低维护成本，大扭矩，低尾气和烟尘排放，符合欧盟第三阶段排放标准（柴油）……, 899,http://zj.lmjx.net/detail_MTExMzc=.html,http://zj.lmjx.net/zj_class_22_110_0_4.html
丰田7FGA50内燃平衡重式叉车,型号7FGA50发动机型号1FZ-E汽油额定负载公斤5000负载中心毫米600全宽A毫米1450转弯半径（外侧）B毫米2800护顶架高C毫米2235至货叉垂直面的长度D毫米3170……, 899,http://zj.lmjx.net/detail_MTExMzc=.html,http://zj.lmjx.net/zj_class_22_110_0_4.html
大连叉车C系列5-7吨内燃平衡重叉车,"国产朝柴CY6102BG发动机，专有技术的定轴式啮合齿轮变速箱，自制重载压板式驱动桥,加强型辐板桥，型钢门架，小多路阀，真空增压制动……", 899,http://zj.lmjx.net/detail_MTExMzc=.html,http://zj.lmjx.net/zj_class_22_110_0_4.html
柳工CPC20内燃平衡重式叉车,可靠： 传动系统采用带同步器的机械变速箱：同步器能使啮合的齿轮同步转动，在换档时避免齿轮撞击，尤其在前后换向时，可使换向平稳，爬坡性能更佳……, 899,http://zj.lmjx.net/detail_MTExMzc=.html,http://zj.lmjx.net/zj_class_22_110_0_4.html
美科斯FD20T/FD25T/FD30T/FD35T/MINI FD40T型2-小4吨柴油(汽油)内燃叉车,1. 进口国产多款发动机可选，动力强劲、经济性好;2. 简洁整齐的管路设计，软、硬管合理布局，减小了管路的压力;3. 整车采用先进的人机工程技术的设计，发动机全浮式减震装置，转向桥……, 899,http://zj.lmjx.net/detail_MTExMzc=.html,http://zj.lmjx.net/zj_class_22_110_0_4.html
宝骊F系列2.0-3.5t内燃叉车,概要型号CPCD20FCPQ(Y)D20FCPCD25FCPQ(Y)D25FCPCD30FCPQ(Y)D30FCPCD35FCPQ(Y)D35F额定载荷kg200025003000……, 899,http://zj.lmjx.net/detail_MTExMzc=.html,http://zj.lmjx.net/zj_class_22_110_0_4.html
合力αⅡ系列4吨平衡重式内燃叉车, 1. 整车采用大圆弧，流线型造型，美观大方，发动机罩、前仪表架等采用钢件压型，工艺精湛。 2.宽视野门架，使驾驶者的视野更加宽阔……, 899,http://zj.lmjx.net/detail_MTExMzc=.html,http://zj.lmjx.net/zj_class_22_110_0_4.html
斗山D80S-5内燃平衡重式叉车,主要特点- 最高的操纵舒适度和安全性- 坚固耐用的组件- 动力强劲、节能和高性能的柴油和 LPG 发动机，低排放，最低限度的振动- 更好的维护能力和可维修性- 几乎免维护的油冷盘式……, 899,http://zj.lmjx.net/detail_MTExMzc=.html,http://zj.lmjx.net/zj_class_22_110_0_4.html
鲁能LN615叉车,YN615越野叉车★ 四轮驱动，牵引力大，越野性能强；★ 全液压传动技术，结构简单，性能可靠；★ 单泵分流工作液压系统，节能效果显著；★ 双密封液压管路接头；解决了渗漏油问题；★ ……, 899,http://zj.lmjx.net/detail_MTExMzc=.html,http://zj.lmjx.net/zj_class_22_110_0_4.html
威盛石材专用叉车,“威盛”CPCD-70型内燃平衡重式叉车适用于石材、港口、码头、车站、仓库、建筑工地以及一般厂矿等进行货物装卸、搬运、堆垛作业，是理想的短途运输工具之一，更适用于作业环境恶劣、工作……, 899,http://zj.lmjx.net/detail_MTExMzc=.html,http://zj.lmjx.net/zj_class_22_110_0_4.html
摩纳凯FD20/FD20T内燃平衡重式叉车,FD20/FD20T主要技术参数 特 性 型 号FD20/FD20T额定载荷Kg2000载重中心距mm500动力形式柴油操作形式座式 性 能行驶速度km/h(满载/空载)液力17/……, 899,http://zj.lmjx.net/detail_MTExMzc=.html,http://zj.lmjx.net/zj_class_22_110_0_4.html
格瑞特CPCD50/60/70平衡重式内燃叉车,&mdash;&mdash;多种动力选择，可选装4缸、6缸、国产、进口多种柴油机，满足不同工况要求……, 899,http://zj.lmjx.net/detail_MTExMzc=.html,http://zj.lmjx.net/zj_class_22_110_0_4.html
万力7吨内燃叉车, CPCD70 液力叉车是全国最新联合设计的新型叉车，其性能参数达到国际先进水平……, 899,http://zj.lmjx.net/detail_MTExMzc=.html,http://zj.lmjx.net/zj_class_22_110_0_4.html
靖江5-7吨E系列内燃叉车,"产品特点：■ 采用人机工程学设计 , 外观简洁、明快、大方。■大功率动力，低温启动性能卓越，噪音、震动，整机性能可靠、环保。■ 选用了新型液压动力转向，操纵更灵活……", 899,http://zj.lmjx.net/detail_MTExMzc=.html,http://zj.lmjx.net/zj_class_22_110_0_4.html
海麟重工HL 25柴油搬运车,额定起重量（kg）2500载荷中心距（mm）500起升高度（mm）3000门架倾角前/后（°）6/12最小转弯半径（mm）2280发动机额定功率（kw）40发动机型号490外型尺寸……, 312,http://zj.lmjx.net/detail_MjUxMjc=.html,http://zj.lmjx.net/zj_class_22_110_0_5.html
现代CPCD50F(07)柴油叉车,技术领先的现代叉车，给您轻松的操作环境强劲的发动机系统用直喷技术，具有优良的起动性能；2、具有油耗低、噪音低、动力性能好，且整机运行可靠；3、整机采用分部件油漆，外形美观大方；4、……, 312,http://zj.lmjx.net/detail_MjUxMjc=.html,http://zj.lmjx.net/zj_class_22_110_0_5.html
山河智能SWFD50内燃平衡重式叉车,· 更科学的人机工程设计—符合现代工业产品设计现代感和流畅感的独特外观造型—二级悬浮式车体设计使叉车减震性更好—仪表操纵台装饰设计使叉车更加整洁，尽显高贵豪华之气—集成电器中央控制……, 312,http://zj.lmjx.net/detail_MjUxMjc=.html,http://zj.lmjx.net/zj_class_22_110_0_5.html
福大FDM 845平衡重式叉车,技术性能参数概要制造福大机械型号FDM845动力形式柴油额定载荷Kg4500载荷中心距mm600尺寸起升高度mm3000自由起升高度mm300货叉尺寸mm1070×150×55门架……, 312,http://zj.lmjx.net/detail_MjUxMjc=.html,http://zj.lmjx.net/zj_class_22_110_0_5.html
利得3.5吨内燃平衡重叉车,Leede平衡重式叉车系列产品秉承世界最先进设计开发理论……, 312,http://zj.lmjx.net/detail_MjUxMjc=.html,http://zj.lmjx.net/zj_class_22_110_0_5.html
华南重工HNF160G内燃叉车,1. 采用动力强劲的柴油发动机，工作可靠，经济性好。2. 液力传动，行星式轮边减速器、无级变速，操作简单。3. 采用进口重卡式高放大比制动系统确保重载制动，制动可靠……, 312,http://zj.lmjx.net/detail_MjUxMjc=.html,http://zj.lmjx.net/zj_class_22_110_0_5.html
上力重工8-10吨内燃平衡重式叉车,型 号CPCD80CPCD100特性性能尺寸底盘驱动动力形式额定载荷载荷中心距起升高度货叉尺寸门架倾角 前倾/后倾最小转弯半径最小离地间隙安全架高度前 悬 距最大行驶速度(满载)最……, 312,http://zj.lmjx.net/detail_MjUxMjc=.html,http://zj.lmjx.net/zj_class_22_110_0_5.html
曼尼通2.0T/2.5T内燃平衡重式叉车,型号CD20PCG20PCD25PCG25P动力形式柴油汽油/液化气柴油汽油/液化气额定载荷kg2000200025002500起升高度mm3360336033603360门架倾角……, 312,http://zj.lmjx.net/detail_MjUxMjc=.html,http://zj.lmjx.net/zj_class_22_110_0_5.html
徐工XT530C内燃平衡重式叉车,? 合理平稳的低重心以电脑数位模拟出最平稳的低重心，同时车体选用高强度钢板精密焊接而成，确保在搬运、行走过程中更稳健、可靠。? 宽阔的腿部活动空间设计使驾驶员操作宽敞，上下方便……, 312,http://zj.lmjx.net/detail_MjUxMjc=.html,http://zj.lmjx.net/zj_class_22_110_0_5.html
山推SF30叉车,产品特点： ● 工作装置滚轮式，“J”形内门架，“C”形外门架带自由提升、二级伸缩式门架，具有卓越的提升性能。●采用液力传动，前桥驱动，后桥转向，使该机具有优异的行驶、牵引性能……, 312,http://zj.lmjx.net/detail_MjUxMjc=.html,http://zj.lmjx.net/zj_class_22_110_0_5.html
杭叉2-3.5H系列内燃叉车,……, 312,http://zj.lmjx.net/detail_MjUxMjc=.html,http://zj.lmjx.net/zj_class_22_110_0_5.html
海斯特H20.00F~H32.00F内燃叉车,坚固的海斯特门架，带有全自动2速提升系统，空载提升/下降速度是满载速度的2倍；Cummins QSC发动机，动力清洁强劲，拥有平滑的扭矩曲线和极佳的加速性能; 低油耗，尾气排放符合……, 312,http://zj.lmjx.net/detail_MjUxMjc=.html,http://zj.lmjx.net/zj_class_22_110_0_5.html
小松FD25T-17内燃叉车,● 可操作性即便静止转向也能平稳启动轻松提举，无需加速引擎转向器转向轻便● 安全性驾驶感应系统开阔优越的视野● 舒适性双“悬浮”结构加宽地板以及宽敞防滑台阶操作员头部空间加大● 环……, 312,http://zj.lmjx.net/detail_MjUxMjc=.html,http://zj.lmjx.net/zj_class_22_110_0_5.html
龙工LG50DT内燃叉车,1. 整车外形沿用龙工叉车统一的脸谱造型，外观新颖、整车线型简洁流畅、赏心悦目；2. 采用国际领先人机工程和CAE技术，加大了操作空间，驾驶员更加舒适，有效提高作业效率和安全；3.……, 312,http://zj.lmjx.net/detail_MjUxMjc=.html,http://zj.lmjx.net/zj_class_22_110_0_5.html
诺力FD/FG 20-30内燃叉车,FD系列内燃叉车特点该系列内燃叉车秉承&ldquo;诺力&rdquo;产品一贯的&ldquo;以人为本&rdquo;的设计理念，融合国内外先进技术，精心设计制造……, 530,http://zj.lmjx.net/detail_MTY1MjM=.html,http://zj.lmjx.net/zj_class_22_110_0_6.html
威肯4吨液力内燃平衡重式叉车,选用498直喷柴油发动机作为动力源，变速传动系统采用液力变速箱……, 530,http://zj.lmjx.net/detail_MTY1MjM=.html,http://zj.lmjx.net/zj_class_22_110_0_6.html
依格曼ECPCD60A内燃平衡重叉车,主要性能参数表（6T）SPECIFICATION FOR STANDARD PRODUCT(6T)参 数PARAMETER型号MODELECPCD60A单位UNIT性能参数PERF……, 530,http://zj.lmjx.net/detail_MTY1MjM=.html,http://zj.lmjx.net/zj_class_22_110_0_6.html
西林FD系列电动叉车,技术参数/型号FD20/FD20TFD25/FD25TFD30/FD30TFD35/FD35T额定起重量kg2000250030003500载荷中心mm500500500500最大……, 530,http://zj.lmjx.net/detail_MTY1MjM=.html,http://zj.lmjx.net/zj_class_22_110_0_6.html
三菱Grendia EX FD40N内燃平衡重式叉车,技术参数：型 号产地动力形式重 量载荷中心距额定功率FD40K日本柴油4000 (kg)500 (mm)62/2450 (kW/rpm)FG40K日本液化气/双燃料4000 (kg……, 530,http://zj.lmjx.net/detail_MTY1MjM=.html,http://zj.lmjx.net/zj_class_22_110_0_6.html
东方红CPCD909吨内燃平衡重式叉车, 流畅的大圆弧流线曲面造型，整机外观豪华大方。设计低位大开放式踏板，方便司机上下车……, 530,http://zj.lmjx.net/detail_MTY1MjM=.html,http://zj.lmjx.net/zj_class_22_110_0_6.html
江淮重工CPCD70AH内燃叉车,型号CPCD70AH规格液力传动动力形式柴油额定载荷kg7000载荷中心距mm600标准起升高度mm3000车体长度(无货叉）mm5249车体宽度mm2050总高mm2565发动机……, 530,http://zj.lmjx.net/detail_MTY1MjM=.html,http://zj.lmjx.net/zj_class_22_110_0_6.html
台励福FD/FG40~50内燃叉车,车架结构经世界顶尖实验室的ANSYS结构有限元素分析，及欧美同步的护顶设计，完全符合国际标准，美国ANSI等多项标准，结构强固……, 530,http://zj.lmjx.net/detail_MTY1MjM=.html,http://zj.lmjx.net/zj_class_22_110_0_6.html
厦工XG5160-DT1内燃平衡重式叉车,标准配备上柴SC8D170柴油机，具有功率大，扭矩大、工作可靠、耗油低等显著特点●转向采用横置油缸式转向桥，全液压转向、具有转向灵活轻便，可靠性强等特点●双变（变速箱和变矩器）采用……, 530,http://zj.lmjx.net/detail_MTY1MjM=.html,http://zj.lmjx.net/zj_class_22_110_0_6.html
林德H12/H18/H20内燃叉车,- 人机功效，集中操纵杆，独有的双踏板系统给操作者提供了一个无疲劳的工作环境，操作者效率更高。 - 林德静压传动，无需离合器，变速箱，所有部件无机械磨损……, 530,http://zj.lmjx.net/detail_MTY1MjM=.html,http://zj.lmjx.net/zj_class_22_110_0_6.html
丰田7FG35-45内燃平衡重式叉车,型号7FG357FG407FG45发动机型号1FZ-E汽油1FZ-E汽油1FZ-E汽油额定负载公斤3500(4000)4000(4500)4500(5000)负载中心毫米600(5……, 530,http://zj.lmjx.net/detail_MTY1MjM=.html,http://zj.lmjx.net/zj_class_22_110_0_6.html
大连叉车CPCD50内燃平衡重叉车,叉车型号：CPCD50设备代码: CD-AA 额定起重量(Kg)：5000 最大起升高度(mm)：3000载荷中心距(mm)：600 最大起升速度(满载)(mm/s)：满载：530……, 530,http://zj.lmjx.net/detail_MTY1MjM=.html,http://zj.lmjx.net/zj_class_22_110_0_6.html
