不  O
受  O
载  O
重  O
的  O
影  O
响  O
&  O
b  O
u  O
l  O
l  O
;  O
采  O
用  O
进  B-ADJ
口  E-ADJ
密  O
封  O
圈  O
，  O
活  O
塞  O
杆  O
镀  O
铬  O
&  O
b  O
u  O
l  O
l  O
;  O
内  O
部  O
溢  O
流  O
阀  O
提  O
供  O
过  B-ADJ
载  I-ADJ
保  I-ADJ
护  E-ADJ
，  O
。  O
虎  B-NAME
力  I-NAME
低  I-NAME
放  E-NAME
型  O
手  B-CATE
动  I-CATE
液  I-CATE
压  I-CATE
搬  I-CATE
运  I-CATE
车  E-CATE
，  O
&  O
b  O
u  O
l  O
l  O
;  O
低  O
放  O
型  O
车  O
适  O
用  O
于  O
托  O
盘  O
低  O
矮  O
、  O
空  O
间  O
狭  O
窄  O
的  O
工  O
作  O
场  O
合  O
。  O
虎  B-NAME
力  I-NAME
J  I-NAME
E  E-NAME
型  O
剪  B-CATE
式  I-CATE
升  I-CATE
高  I-CATE
型  I-CATE
手  I-CATE
动  I-CATE
液  I-CATE
压  I-CATE
搬  I-CATE
运  I-CATE
车  E-CATE
，  O
&  O
b  O
u  O
l  O
l  O
;  O
电  O
动  O
起  B-PAR
升  E-PAR
，  O
让  O
使  O
用  O
更  O
方  O
便  O
，  O
更  O
高  O
效  O
&  O
b  O
u  O
l  O
l  O
;  O
采  O
用  O
意  O
大  O
利  O
进  B-ADJ
口  E-ADJ
海  O
普  O
泵  O
站  O
。  O
虎  B-NAME
力  I-NAME
镀  I-NAME
锌  E-NAME
手  B-CATE
动  I-CATE
液  I-CATE
压  I-CATE
搬  I-CATE
运  I-CATE
车  E-CATE
，  O
&  O
b  O
u  O
l  O
l  O
;  O
镀  B-ADJ
锌  E-ADJ
车  O
油  O
缸  O
采  O
用  O
防  B-ADJ
漏  E-ADJ
设  O
计  O
，  O
车  O
架  O
、  O
手  O
把  O
、  O
油  O
缸  O
等  O
裸  O
露  O
在  O
外  O
部  O
的  O
零  O
件  O
全  O
部  O
经  O
过  O
镀  B-ADJ
锌  E-ADJ
处  O
理  O
，  O
配  O
置  O
不  O
锈  O
钢  O
轴  O
承  O
，  O
耐  B-ADJ
磨  E-ADJ
尼  O
龙  O
轮  O
，  O
抗  B-ADJ
腐  E-ADJ
能  O
力  O
强  O
&  O
b  O
u  O
l  O
l  O
;  O
不  O
锈  O
钢  O
车  O
除  O
轮  O
子  O
、  O
密  O
封  O
件  O
以  O
外  O
所  O
有  O
零  O
部  O
件  O
都  O
采  O
用  O
。  O
虎  B-NAME
力  I-NAME
全  I-NAME
电  I-NAME
动  E-NAME
托  B-CATE
盘  I-CATE
搬  I-CATE
运  I-CATE
车  E-CATE
，  O
&  O
b  O
u  O
l  O
l  O
;  O
该  O
车  O
为  O
电  O
动  O
起  B-PAR
升  E-PAR
电  O
动  O
行  B-PAR
走  E-PAR
式  O
托  O
盘  O
式  O
搬  B-CATE
运  I-CATE
车  E-CATE
&  O
b  O
u  O
l  O
l  O
;  O
采  O
用  O
意  O
大  O
利  O
进  B-ADJ
口  E-ADJ
的  O
海  O
普  O
泵  O
站  O
，  O
让  O
车  O
起  B-PAR
升  E-PAR
更  O
轻  B-ADJ
松  E-ADJ
&  O
b  O
u  O
l  O
l  O
;  O
采  O
用  O
美  O
国  O
进  B-ADJ
口  E-ADJ
的  O
科  O
第  O
斯  O
电  O
控  O
，  O
来  O
控  O
制  O
车  O
辆  O
的  O
起  B-PAR
升  E-PAR
和  O
行  B-PAR
走  E-PAR
&  O
b  O
u  O
l  O
l  O
;  O
采  O
用  O
意  O
大  O
。  O
虎  B-NAME
力  I-NAME
J  I-NAME
L  E-NAME
型  O
剪  B-CATE
式  I-CATE
升  I-CATE
高  I-CATE
型  I-CATE
手  I-CATE
动  I-CATE
液  I-CATE
压  I-CATE
搬  I-CATE
运  I-CATE
车  E-CATE
，  O
&  O
b  O
u  O
l  O
l  O
;  O
人  B-OUT
体  I-OUT
工  I-OUT
程  I-OUT
学  E-OUT
手  O
柄  O
设  O
计  O
让  O
操  O
作  O
者  O
更  O
舒  B-ADJ
适  E-ADJ
省  O
力  O
&  O
b  O
u  O
l  O
l  O
;  O
符  O
合  O
欧  O
洲  O
E  O
N  O
1  O
7  O
4  O
5  O
0  O
4  O
标  O
准  O
。  O
虎  B-NAME
力  I-NAME
H  I-NAME
S  E-NAME
型  O
不  B-CATE
锈  I-CATE
钢  I-CATE
剪  I-CATE
式  I-CATE
升  I-CATE
高  I-CATE
型  I-CATE
液  I-CATE
压  I-CATE
搬  I-CATE
运  I-CATE
车  E-CATE
，  O
&  O
b  O
u  O
l  O
l  O
;  O
是  O
搬  B-CATE
运  I-CATE
车  E-CATE
和  O
平  O
台  O
车  O
的  O
有  O
机  O
结  O
合  O
&  O
b  O
u  O
l  O
l  O
;  O
当  O
起  B-PAR
升  I-PAR
高  I-PAR
度  E-PAR
大  O
于  O
4  O
2  O
0  O
m  O
m  O
时  O
",  O"
叉  O
腿  O
稳  B-ADJ
定  E-ADJ
的  O
撑  O
住  O
地  O
面  O
",  O"
防  O
止  O
滑  O
动  O
",  O"
达  O
到  O
刹  O
车  O
的  O
效  O
果  O
&  O
b  O
u  O
l  O
l  O
;  O
符  O
合  O
欧  O
洲  O
E  O
N  O
1  O
7  O
5  O
7  O
0  O
4  O
标  O
准  O
。  O
虎  B-NAME
力  I-NAME
H  I-NAME
B  E-NAME
型  O
剪  B-CATE
式  I-CATE
升  I-CATE
高  I-CATE
型  I-CATE
手  I-CATE
动  I-CATE
液  I-CATE
压  I-CATE
搬  I-CATE
运  I-CATE
车  E-CATE
，  O
&  O
b  O
u  O
l  O
l  O
;  O
是  O
搬  B-CATE
运  I-CATE
车  E-CATE
和  O
平  O
台  O
车  O
的  O
有  O
机  O
结  O
合  O
&  O
b  O
u  O
l  O
l  O
;  O
当  O
起  B-PAR
升  I-PAR
高  I-PAR
度  E-PAR
大  O
于  O
4  O
2  O
0  O
m  O
m  O
时  O
",  O"
叉  O
腿  O
稳  B-ADJ
定  E-ADJ
的  O
撑  O
住  O
地  O
面  O
",  O"
防  O
止  O
滑  O
动  O
",  O"
达  O
到  O
刹  O
车  O
的  O
效  O
果  O
&  O
b  O
u  O
l  O
l  O
;  O
快  O
起  B-PAR
升  E-PAR
油  O
缸  O
和  O
按  O
照  O
人  B-ADJ
体  I-ADJ
工  I-ADJ
学  E-ADJ
设  O
计  O
的  O
塑  O
胶  O
手  O
柄  O
、  O
隔  B-ADJ
热  E-ADJ
舒  O
。  O
虎  B-NAME
力  I-NAME
纸  I-NAME
筒  E-NAME
型  O
货  B-CATE
物  I-CATE
搬  I-CATE
运  I-CATE
车  E-CATE
，  O
&  O
b  O
u  O
l  O
l  O
;  O
适  O
用  O
于  O
造  O
纸  O
、  O
包  O
装  O
印  O
刷  O
、  O
纺  O
织  O
等  O
需  O
要  O
搬  B-APP
运  E-APP
圆  O
柱  O
型  O
货  O
物  O
的  O
行  O
业  O
。  O
虎  B-NAME
力  I-NAME
不  I-NAME
锈  I-NAME
刚  E-NAME
手  B-CATE
动  I-CATE
液  I-CATE
压  I-CATE
搬  I-CATE
运  I-CATE
车  E-CATE
，  O
&  O
b  O
u  O
l  O
l  O
;  O
油  O
缸  O
、  O
车  O
架  O
、  O
轴  O
承  O
、  O
销  O
子  O
、  O
螺  O
栓  O
等  O
均  O
由  O
不  O
锈  O
钢  O
材  O
料  O
制  O
造  O
。  O
龙  O
工  O
L  O
G  O
1  O
5  O
E  O
T  O
Ⅰ  O
托  B-CATE
盘  I-CATE
搬  I-CATE
运  I-CATE
车  E-CATE
，  O
?  O
   O
转  B-PAR
弯  I-PAR
半  I-PAR
径  E-PAR
小  O
、  O
车  O
辆  O
重  O
心  O
低  O
，  O
转  O
向  O
稳  B-ADJ
定  E-ADJ
性  O
极  O
佳  O
   O
?  O
   O
操  O
作  O
手  O
柄  O
左  O
右  O
两  O
侧  O
均  O
有  O
上  O
升  O
下  O
降  O
按  O
钮  O
，  O
非  O
常  O
方  O
便  O
操  O
作  O
   O
?  O
   O
操  O
作  O
手  O
柄  O
加  O
装  O
龟  B-ADJ
速  I-ADJ
开  I-ADJ
关  E-ADJ
，  O
速  B-PAR
度  E-PAR
控  O
制  O
更  O
加  O
精  O
准  O
。  O
龙  B-NAME
工  I-NAME
B  I-NAME
I  E-NAME
手  B-CATE
动  I-CATE
搬  I-CATE
运  I-CATE
车  E-CATE
，  O
?  O
B  O
i  O
系  O
列  O
手  B-CATE
动  I-CATE
液  I-CATE
压  I-CATE
搬  I-CATE
运  I-CATE
车  E-CATE
流  B-ADJ
线  I-ADJ
型  E-ADJ
设  O
计  O
，  O
美  B-ADJ
观  E-ADJ
大  O
方  O
；  O
?  O
货  O
叉  O
和  O
三  O
角  O
面  O
板  O
均  O
采  O
用  O
大  B-ADJ
型  E-ADJ
模  O
具  O
整  B-ADJ
体  I-ADJ
切  I-ADJ
割  E-ADJ
和  O
冲  O
压  O
，  O
全  B-ADJ
自  I-ADJ
动  E-ADJ
焊  O
接  O
工  O
艺  O
，  O
车  O
体  O
整  O
机  O
强  O
度  O
更  O
高  O
，  O
表  O
面  O
更  O
加  O
平  B-ADJ
整  I-ADJ
光  I-ADJ
滑  E-ADJ
。  O
龙  O
工  O
L  O
G  O
1  O
0  O
E  O
D  O
托  B-CATE
盘  I-CATE
堆  I-CATE
垛  I-CATE
车  E-CATE
（  O
简  O
配  O
）  O
，  O
?  O
操  O
作  O
手  O
柄  O
设  O
置  O
紧  O
急  O
反  O
向  O
开  O
关  O
，  O
大  O
大  O
提  O
升  O
行  O
驶  O
过  O
程  O
中  O
的  O
安  B-ADJ
全  E-ADJ
性  O
   O
?  O
双  O
门  O
架  O
采  O
用  O
复  O
合  O
门  O
架  O
（  O
叉  B-CATE
车  E-CATE
槽  O
钢  O
和  O
H  O
型  O
钢  O
组  O
合  O
）  O
，  O
坚  B-ADJ
固  E-ADJ
安  B-ADJ
全  E-ADJ
。  O
龙  O
工  O
L  O
G  O
1  O
0  O
E  O
D  O
托  B-CATE
盘  I-CATE
堆  I-CATE
垛  I-CATE
车  E-CATE
（  O
高  O
配  O
）  O
，  O
?  O
操  O
作  O
手  O
柄  O
设  O
置  O
紧  O
急  O
反  O
向  O
开  O
关  O
，  O
大  O
大  O
提  O
升  O
行  O
驶  O
过  O
程  O
中  O
的  O
安  B-ADJ
全  E-ADJ
性  O
   O
?  O
双  O
门  O
架  O
采  O
用  O
双  O
H  O
型  O
门  O
架  O
，  O
坚  B-ADJ
固  E-ADJ
安  B-ADJ
全  E-ADJ
   O
?  O
系  O
统  O
中  O
加  O
装  O
安  B-OUT
全  I-OUT
防  I-OUT
爆  I-OUT
阀  E-OUT
，  O
可  O
以  O
在  O
液  O
压  O
软  O
管  O
失  O
效  O
情  O
况  O
下  O
使  O
货  O
物  O
不  O
会  O
快  O
速  O
下  O
落  O
，  O
确  O
保  O
操  O
作  O
人  O
员  O
人  O
身  O
安  B-ADJ
全  E-ADJ
。  O
龙  O
工  O
L  O
G  O
1  O
5  O
E  O
T  O
托  B-CATE
盘  I-CATE
搬  I-CATE
运  I-CATE
车  E-CATE
（  O
经  B-ADJ
济  E-ADJ
款  O
）  O
，  O
?  O
操  O
作  O
手  O
柄  O
设  O
置  O
紧  O
急  O
反  O
向  O
开  O
关  O
，  O
大  O
大  O
提  O
升  O
行  O
驶  O
过  O
程  O
中  O
的  O
安  B-ADJ
全  E-ADJ
性  O
   O
?  O
系  O
统  O
中  O
加  O
装  O
安  B-OUT
全  I-OUT
防  I-OUT
爆  I-OUT
阀  E-OUT
，  O
可  O
以  O
在  O
液  O
压  O
软  O
管  O
失  O
效  O
情  O
况  O
下  O
使  O
货  O
物  O
不  O
会  O
快  O
速  O
下  O
落  O
，  O
确  O
保  O
操  O
作  O
人  O
员  O
人  O
身  O
安  B-ADJ
全  E-ADJ
。  O
龙  B-NAME
工  I-NAME
B  I-NAME
I  E-NAME
C  O
   O
1  O
.  O
5  O
T  O
高  B-CATE
起  I-CATE
升  I-CATE
搬  I-CATE
运  I-CATE
车  E-CATE
，  O
?  O
具  O
有  O
搬  B-APP
运  E-APP
和  O
工  B-APP
作  I-APP
平  I-APP
台  E-APP
的  O
双  O
重  O
功  O
能  O
；  O
?  O
双  O
活  O
塞  O
杆  O
设  O
计  O
结  O
构  O
，  O
车  O
体  O
低  O
；  O
?  O
重  O
载  O
持  O
续  O
时  O
间  O
长  O
   O
不  B-ADJ
易  I-ADJ
变  I-ADJ
形  E-ADJ
；  O
?  O
泵  O
体  O
过  B-ADJ
载  I-ADJ
保  I-ADJ
护  E-ADJ
作  O
用  O
   O
下  O
降  O
平  B-ADJ
稳  E-ADJ
   O
使  O
用  O
安  B-ADJ
全  E-ADJ
   O
；  O
?  O
车  O
架  O
设  O
计  O
坚  B-ADJ
固  E-ADJ
   O
承  O
载  O
力  O
强  O
；  O
?  O
升  O
降  O
平  B-ADJ
稳  E-ADJ
   O
下  O
降  O
速  B-PAR
度  E-PAR
可  O
控  O
。  O
龙  B-NAME
工  I-NAME
D  I-NAME
B  E-NAME
   O
2  O
.  O
0  O
T  O
手  B-CATE
动  I-CATE
托  I-CATE
运  I-CATE
车  E-CATE
，  O
?  O
模  O
块  O
式  O
阀  O
芯  O
设  O
计  O
   O
让  O
故  O
障  O
率  O
降  O
至  O
最  B-ADJ
低  E-ADJ
；  O
?  O
独  B-ADJ
特  E-ADJ
的  O
便  O
捷  O
士  O
欧  O
洲  O
流  B-ADJ
线  I-ADJ
型  I-ADJ
手  I-ADJ
柄  E-ADJ
   O
手  O
感  O
倍  O
加  O
舒  B-ADJ
适  E-ADJ
；  O
?  O
摇  O
臂  O
采  O
用  O
4  O
5  O
号  O
钢  O
锻  O
造  O
   O
大  O
大  O
提  O
高  O
抗  B-ADJ
弯  I-ADJ
性  E-ADJ
；  O
?  O
车  O
身  O
转  O
向  O
1  O
3  O
0  O
度  O
   O
不  O
易  O
引  O
起  O
侧  O
翻  O
；  O
?  O
重  O
载  O
持  O
续  O
时  O
间  O
长  O
   O
不  B-ADJ
易  I-ADJ
变  I-ADJ
形  E-ADJ
。  O
龙  B-CATE
工  I-CATE
带  I-CATE
秤  I-CATE
搬  I-CATE
运  I-CATE
车  E-CATE
，  O
?  O
内  O
置  O
称  O
重  O
系  O
统  O
引  O
进  O
于  O
世  O
界  O
知  O
名  O
品  O
牌  O
“  O
M  O
e  O
t  O
t  O
l  O
e  O
r  O
   O
T  O
o  O
l  O
e  O
d  O
o  O
"""  O"
；  O
?  O
基  O
本  O
秤  O
重  O
功  O
能  O
：  O
清  O
零  O
、  O
去  O
皮  O
、  O
清  O
皮  O
、  O
校  O
秤  O
；  O
?  O
背  O
光  O
自  O
动  O
关  O
闭  O
，  O
时  O
间  O
可  O
设  O
定  O
；  O
?  O
自  O
动  O
关  O
机  O
功  O
能  O
；  O
?  O
I  O
N  O
D  O
2  O
1  O
2  O
0  O
5  O
0  O
1  O
X  O
系  O
列  O
有  O
。  O
龙  B-CATE
工  I-CATE
T  I-CATE
F  I-CATE
手  I-CATE
动  I-CATE
平  I-CATE
台  I-CATE
车  E-CATE
，  O
?  O
双  B-ADJ
剪  I-ADJ
结  I-ADJ
构  E-ADJ
，  O
平  O
台  O
起  B-PAR
升  E-PAR
更  O
高  O
；  O
?  O
剪  O
叉  O
材  O
料  O
均  O
采  O
用  O
锰  O
钢  O
制  O
作  O
；  O
?  O
液  O
压  O
系  O
统  O
均  O
带  O
有  O
溢  O
流  O
阀  O
。  O
龙  B-NAME
工  I-NAME
L  I-NAME
G  I-NAME
2  I-NAME
0  I-NAME
E  I-NAME
T  I-NAME
电  I-NAME
动  I-NAME
托  I-NAME
盘  I-NAME
搬  I-NAME
运  I-NAME
车  E-NAME
，  O
?  O
特  O
殊  O
设  O
计  O
的  O
交  O
流  O
驱  O
动  O
电  O
机  O
，  O
提  O
供  O
更  O
强  O
动  O
力  O
，  O
使  O
作  O
业  O
更  O
广  O
泛  O
有  O
效  O
；  O
?  O
世  O
界  O
一  O
流  O
的  O
液  O
压  O
站  O
，  O
底  O
噪  O
音  O
，  O
小  O
振  O
动  O
，  O
密  O
封  O
性  O
能  O
好  O
，  O
空  O
载  O
满  O
载  O
下  O
降  O
速  B-PAR
度  E-PAR
自  O
动  O
调  O
整  O
，  O
确  O
保  O
起  B-PAR
升  E-PAR
下  O
降  O
平  B-ADJ
稳  E-ADJ
可  B-ADJ
靠  E-ADJ
；  O
?  O
前  O
后  O
车  O
架  O
通  O
过  O
新  O
型  O
的  O
上  O
连  O
杆  O
。  O
龙  O
工  O
L  O
G  O
1  O
0  O
E  O
D  O
托  B-CATE
盘  I-CATE
堆  I-CATE
垛  I-CATE
车  E-CATE
（  O
经  B-ADJ
济  E-ADJ
款  O
）  O
，  O
?  O
长  O
臂  O
手  O
柄  O
在  O
行  O
驶  O
中  O
更  O
方  O
便  O
，  O
更  O
轻  B-ADJ
松  E-ADJ
实  O
现  O
转  O
弯  O
   O
设  O
置  O
紧  O
急  O
反  O
向  O
开  O
关  O
，  O
大  O
大  O
提  O
升  O
行  O
驶  O
过  O
程  O
中  O
的  O
安  B-ADJ
全  E-ADJ
性  O
   O
?  O
双  O
门  O
架  O
采  O
用  O
复  O
合  O
门  O
架  O
（  O
叉  B-CATE
车  E-CATE
槽  O
钢  O
和  O
H  O
型  O
钢  O
组  O
合  O
）  O
，  O
坚  B-ADJ
固  E-ADJ
安  B-ADJ
全  E-ADJ
。  O
龙  O
工  O
L  O
G  O
2  O
0  O
E  O
T  O
Ⅰ  O
托  B-CATE
盘  I-CATE
搬  I-CATE
运  I-CATE
车  E-CATE
，  O
◆  O
配  O
置  O
高  B-ADJ
端  E-ADJ
可  B-ADJ
靠  E-ADJ
原  B-ADJ
装  I-ADJ
进  I-ADJ
口  E-ADJ
的  O
C  O
U  O
R  O
T  O
I  O
S  O
控  O
制  O
器  O
，  O
大  B-ADJ
功  I-ADJ
率  E-ADJ
M  O
O  O
S  O
F  O
E  O
T  O
S  O
驱  O
动  O
，  O
高  O
频  O
、  O
高  O
效  O
、  O
安  O
静  O
，  O
具  O
有  O
无  B-OUT
级  I-OUT
调  I-OUT
速  E-OUT
及  O
反  B-ADJ
接  I-ADJ
制  I-ADJ
动  E-ADJ
功  O
能  O
。  O
中  O
方  O
机  O
械  O
Z  O
H  O
B  O
E  O
D  O
系  O
列  O
电  B-CATE
动  I-CATE
托  I-CATE
盘  I-CATE
车  E-CATE
，  O
1  O
）  O
清  B-ADJ
洁  E-ADJ
环  B-ADJ
保  E-ADJ
：  O
具  O
有  O
现  O
代  O
工  O
业  O
产  O
品  O
设  B-ADJ
计  I-ADJ
感  E-ADJ
和  O
流  B-ADJ
畅  I-ADJ
感  E-ADJ
的  O
独  B-ADJ
特  E-ADJ
外  O
观  O
造  O
型  O
；  O
高  O
效  O
节  B-ADJ
能  E-ADJ
的  O
电  O
液  O
控  O
制  O
系  O
统  O
，  O
无  O
污  O
染  O
；  O
采  O
用  O
再  O
生  O
制  O
动  O
，  O
减  O
少  O
机  O
械  O
磨  O
损  O
；  O
液  O
压  O
产  O
品  O
低  B-ADJ
噪  I-ADJ
音  E-ADJ
化  O
2  O
）  O
舒  B-ADJ
适  E-ADJ
性  O
：  O
仪  O
表  O
操  O
纵  O
台  O
明  O
快  O
设  O
计  O
使  O
叉  B-CATE
车  E-CATE
尽  O
显  O
高  O
贵  O
。  O
奥  B-NAME
津  I-NAME
N  I-NAME
P  I-NAME
V  E-NAME
型  O
手  B-CATE
动  I-CATE
搬  I-CATE
动  I-CATE
车  E-CATE
，  O
1  O
．  O
   O
8  O
毫  O
米  O
优  O
质  O
钢  O
板  O
精  O
心  O
打  O
造  O
2  O
．  O
   O
高  B-ADJ
品  I-ADJ
质  E-ADJ
的  O
重  O
载  O
型  O
油  O
缸  O
和  O
钢  O
制  O
车  O
轮  O
，  O
可  B-ADJ
靠  E-ADJ
耐  O
用  O
3  O
．  O
   O
适  O
用  O
于  O
缺  O
乏  O
叉  B-CATE
车  E-CATE
或  O
叉  B-CATE
车  E-CATE
无  O
法  O
进  O
入  O
的  O
场  O
合  O
。  O
奥  B-NAME
津  I-NAME
C  I-NAME
T  I-NAME
J  E-NAME
型  O
手  B-CATE
动  I-CATE
堆  I-CATE
高  I-CATE
车  E-CATE
，  O
1  O
．  O
   O
采  O
用  O
最  O
新  O
设  O
计  O
的  O
仪  O
表  O
，  O
精  B-ADJ
度  E-ADJ
达  O
到  O
0  O
.  O
1  O
%  O
，  O
最  O
小  O
刻  O
度  O
1  O
K  O
G  O
2  O
．  O
   O
具  O
有  O
毛  O
重  O
、  O
去  O
皮  O
、  O
累  O
计  O
功  O
能  O
，  O
密  O
封  O
要  O
求  O
符  O
合  O
I  O
P  O
6  O
5  O
标  O
准  O
，  O
冲  B-ADJ
洗  I-ADJ
方  I-ADJ
便  E-ADJ
3  O
．  O
   O
仪  O
表  O
具  O
有  O
低  O
电  O
压  O
、  O
缺  O
纸  O
、  O
低  B-ADJ
温  I-ADJ
报  I-ADJ
警  E-ADJ
功  O
能  O
。  O
奥  B-NAME
津  I-NAME
N  I-NAME
P  I-NAME
D  E-NAME
型  O
电  B-CATE
动  I-CATE
搬  I-CATE
运  I-CATE
车  E-CATE
，  O
1  O
．  O
   O
电  O
动  O
行  B-PAR
走  E-PAR
，  O
液  O
压  O
起  B-PAR
升  E-PAR
   O
   O
2  O
．  O
   O
自  B-ADJ
重  I-ADJ
轻  E-ADJ
、  O
车  B-ADJ
身  I-ADJ
低  E-ADJ
、  O
操  O
作  O
轻  O
巧  O
、  O
视  B-ADJ
野  I-ADJ
开  I-ADJ
阔  E-ADJ
3  O
．  O
   O
车  O
架  O
设  O
计  O
坚  B-ADJ
固  E-ADJ
，  O
承  O
载  O
力  O
强  O
4  O
．  O
   O
起  O
步  O
平  B-ADJ
稳  E-ADJ
，  O
电  O
机  O
输  O
出  O
电  O
磁  O
制  O
动  O
   O
5  O
．  O
   O
大  O
容  O
量  O
牵  O
引  O
电  O
瓶  O
，  O
确  O
保  O
长  B-ADJ
时  I-ADJ
间  E-ADJ
工  O
作  O
。  O
奥  B-NAME
津  I-NAME
N  I-NAME
P  I-NAME
H  E-NAME
型  O
高  B-CATE
升  I-CATE
程  I-CATE
搬  I-CATE
运  I-CATE
车  E-CATE
，  O
1  O
．  O
   O
是  O
搬  B-CATE
运  I-CATE
车  E-CATE
和  O
平  O
台  O
车  O
的  O
有  O
机  O
结  O
合  O
?  O
2  O
．  O
   O
当  O
起  B-PAR
升  I-PAR
高  I-PAR
度  E-PAR
大  O
于  O
4  O
2  O
0  O
m  O
m  O
时  O
",  O"
叉  O
腿  O
稳  B-ADJ
定  E-ADJ
的  O
撑  O
住  O
地  O
面  O
",  O"
防  O
止  O
滑  O
动  O
",  O"
达  O
到  O
刹  O
车  O
的  O
效  O
果  O
?  O
3  O
．  O
   O
快  O
起  B-PAR
升  E-PAR
油  O
缸  O
和  O
按  O
照  O
人  B-ADJ
体  I-ADJ
工  I-ADJ
学  E-ADJ
设  O
计  O
的  O
塑  O
胶  O
手  O
柄  O
、  O
隔  B-ADJ
热  E-ADJ
舒  B-ADJ
适  E-ADJ
、  O
省  O
时  O
省  O
力  O
?  O
。  O
奥  B-NAME
津  I-NAME
N  I-NAME
P  I-NAME
A  E-NAME
型  O
手  B-CATE
动  I-CATE
搬  I-CATE
动  I-CATE
车  E-CATE
，  O
1  O
．  O
带  O
手  B-OUT
动  I-OUT
缓  I-OUT
降  I-OUT
控  I-OUT
制  I-OUT
阀  E-OUT
的  O
油  O
泵  O
；  O
2  O
．  O
3  O
位  O
的  O
可  O
调  O
手  O
柄  O
；  O
3  O
．  O
货  O
叉  O
